label,"x0,y0,z0","x1,y1,z1","x2,y2,z2","x3,y3,z3","x4,y4,z4","x5,y5,z5","x6,y6,z6","x7,y7,z7","x8,y8,z8","x9,y9,z9","x10,y10,z10","x11,y11,z11","x12,y12,z12","x13,y13,z13","x14,y14,z14","x15,y15,z15","x16,y16,z16","x17,y17,z17","x18,y18,z18","x19,y19,z19","x20,y20,z20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.4996222257614136,0.7565302848815918,-6.799126595069538e-08,0.501701295375824,0.6873409748077393,-0.007044954691082239,0.4793188273906708,0.6016891002655029,-0.01693727821111679,0.46790772676467896,0.5355854034423828,-0.026882175356149673,0.47334039211273193,0.4839806854724884,-0.03698937967419624,0.41859084367752075,0.603294849395752,-0.01577562279999256,0.35030508041381836,0.6338822245597839,-0.02877570316195488,0.3660966753959656,0.6567291617393494,-0.03370789811015129,0.3914470672607422,0.6534228324890137,-0.035577841103076935,0.41052818298339844,0.6471050381660461,-0.02055544964969158,0.341899037361145,0.6840676069259644,-0.029428649693727493,0.363755464553833,0.700969934463501,-0.027445709332823753,0.38939690589904785,0.6917626857757568,-0.026002852246165276,0.40553349256515503,0.6985039710998535,-0.026470717042684555,0.3468606472015381,0.728191614151001,-0.034369319677352905,0.368005633354187,0.7411173582077026,-0.026081345975399017,0.39096611738204956,0.7320853471755981,-0.02045348472893238,0.4048915207386017,0.7517149448394775,-0.033057816326618195,0.36007264256477356,0.770958423614502,-0.03858901187777519,0.381093293428421,0.7786736488342285,-0.031276509165763855,0.40381765365600586,0.7725427150726318,-0.024231450632214546
3,0.5234247446060181,0.8012878894805908,-2.8070670055058144e-07,0.5085525512695312,0.7071261405944824,0.0035210582427680492,0.4783920347690582,0.6147233247756958,-0.002819057321175933,0.46428462862968445,0.541590690612793,-0.01194536779075861,0.46902480721473694,0.48658353090286255,-0.02109811268746853,0.4156496226787567,0.60431307554245,-0.0055166687816381454,0.34452611207962036,0.6352953910827637,-0.018642909824848175,0.36351221799850464,0.666388750076294,-0.027582582086324692,0.38978928327560425,0.6632815003395081,-0.032696790993213654,0.40507394075393677,0.6492091417312622,-0.014155265875160694,0.3389091193675995,0.6895982623100281,-0.02086600661277771,0.3612801432609558,0.7136398553848267,-0.019487107172608376,0.38684386014938354,0.7064253091812134,-0.019818328320980072,0.3978303074836731,0.7010619044303894,-0.02303459495306015,0.34400731325149536,0.7396146059036255,-0.027560535818338394,0.367317259311676,0.7569709420204163,-0.018639596179127693,0.39160773158073425,0.7479440569877625,-0.014128857292234898,0.39289963245391846,0.7559293508529663,-0.03217694163322449,0.3520964980125427,0.7839013338088989,-0.0343286506831646,0.37711960077285767,0.7958007454872131,-0.025616390630602837,0.40128421783447266,0.7889090776443481,-0.01826370693743229
3,0.5034247636795044,0.8032512068748474,-2.8921715511387447e-07,0.48874416947364807,0.7087219953536987,0.003933333326131105,0.4595951735973358,0.61844801902771,-0.0021941133309155703,0.4453592598438263,0.5470243692398071,-0.011714663356542587,0.4502743184566498,0.493206650018692,-0.021440861746668816,0.3944037854671478,0.6141297817230225,-0.009686795994639397,0.32556065917015076,0.6426265239715576,-0.020250467583537102,0.3431130647659302,0.6715288162231445,-0.026340385898947716,0.3679012954235077,0.6700134873390198,-0.029297104105353355,0.38279247283935547,0.6633688807487488,-0.019187577068805695,0.3211905360221863,0.6970059871673584,-0.024957062676548958,0.33992236852645874,0.7201154828071594,-0.024498112499713898,0.3631102740764618,0.7194675207138062,-0.025601092725992203,0.37499314546585083,0.71955406665802,-0.028237974271178246,0.320254385471344,0.7479110956192017,-0.031240209937095642,0.336407333612442,0.7668719291687012,-0.02482832595705986,0.35787320137023926,0.7657809257507324,-0.022179648280143738,0.36944344639778137,0.7780119180679321,-0.03720042482018471,0.31657665967941284,0.7949633598327637,-0.03524067997932434,0.3026321530342102,0.8069214224815369,-0.028162552043795586,0.2936791181564331,0.8089139461517334,-0.023488236591219902
3,0.4872269034385681,0.8050059080123901,-3.174195057908946e-07,0.4723019003868103,0.7099929451942444,0.005624685902148485,0.44061166048049927,0.6160350441932678,0.0014030435122549534,0.42466989159584045,0.5414603352546692,-0.006693653296679258,0.4317716062068939,0.4884064197540283,-0.015513898804783821,0.3741968274116516,0.6105568408966064,-0.0030519296415150166,0.30485859513282776,0.6383729577064514,-0.012685941532254219,0.31950533390045166,0.6725093722343445,-0.020059579983353615,0.34434714913368225,0.6754404306411743,-0.02459205873310566,0.3629683554172516,0.6599937677383423,-0.012320281006395817,0.29817694425582886,0.6929745078086853,-0.016711527481675148,0.31331396102905273,0.7187156677246094,-0.016888849437236786,0.336886465549469,0.7198632955551147,-0.018631312996149063,0.3561583161354065,0.716187059879303,-0.021340597420930862,0.2960646152496338,0.7448815703392029,-0.024224864318966866,0.30714893341064453,0.7679099440574646,-0.018975578248500824,0.32678553462028503,0.7702234983444214,-0.016938813030719757,0.35236093401908875,0.7752490639686584,-0.03015538677573204,0.29759371280670166,0.8001638054847717,-0.03072807751595974,0.2922113835811615,0.8176600933074951,-0.02541247569024563,0.2939741015434265,0.8224830627441406,-0.0211678184568882
3,0.4882548451423645,0.8044289350509644,-3.6378875734044414e-07,0.47067970037460327,0.7080058455467224,0.00746404891833663,0.43949317932128906,0.6148439645767212,0.003498669248074293,0.42419078946113586,0.5407542586326599,-0.0050302003510296345,0.4308217167854309,0.48723042011260986,-0.014829235151410103,0.373897522687912,0.6111081838607788,-0.00278281606733799,0.30301645398139954,0.6395993232727051,-0.011823983862996101,0.3177300989627838,0.6752181053161621,-0.0190956462174654,0.34306836128234863,0.6799706220626831,-0.02335958182811737,0.36208513379096985,0.660724937915802,-0.013175501488149166,0.2975753843784332,0.6950902342796326,-0.01678824983537197,0.3117855489253998,0.7228161692619324,-0.0180329829454422,0.3357011377811432,0.7275403738021851,-0.0209540743380785,0.35465267300605774,0.7173570394515991,-0.02288338728249073,0.29489561915397644,0.7465238571166992,-0.025075670331716537,0.30651605129241943,0.7713652849197388,-0.0211408082395792,0.3278942406177521,0.7766520977020264,-0.020478999242186546,0.34986287355422974,0.7763702869415283,-0.03205880895256996,0.29223376512527466,0.7976986169815063,-0.031091969460248947,0.27852189540863037,0.8147575855255127,-0.025471027940511703,0.27304285764694214,0.8213326930999756,-0.021767184138298035
3,0.4790318012237549,0.7965152859687805,-2.420918860934762e-07,0.46378493309020996,0.7034892439842224,0.0036472345236688852,0.43293654918670654,0.6133953332901001,-0.0012154183350503445,0.41649651527404785,0.5415602326393127,-0.008951088413596153,0.42113441228866577,0.4902966022491455,-0.017570968717336655,0.3640521764755249,0.6131428480148315,-0.004734134767204523,0.29857656359672546,0.640661358833313,-0.014577532187104225,0.3158097565174103,0.6716614365577698,-0.02232252061367035,0.3425453007221222,0.6728920936584473,-0.027114128693938255,0.35192838311195374,0.6628822088241577,-0.012507129460573196,0.29195114970207214,0.6961434483528137,-0.01546008512377739,0.31213808059692383,0.7207480669021606,-0.014040794223546982,0.33778616786003113,0.7169709205627441,-0.015017255209386349,0.345544695854187,0.7177760601043701,-0.020095903426408768,0.29571232199668884,0.7500396370887756,-0.021553676575422287,0.3167349100112915,0.7684804797172546,-0.013327964581549168,0.34093594551086426,0.7630026340484619,-0.010068963281810284,0.3430493175983429,0.7751637697219849,-0.02790846675634384,0.30684033036231995,0.8001673221588135,-0.028221402317285538,0.3302544355392456,0.8118947148323059,-0.01952909491956234,0.3539638817310333,0.8070051670074463,-0.012750860303640366
3,0.48111408948898315,0.8041113615036011,-2.8294732601352734e-07,0.4658184349536896,0.7108163833618164,0.004038574174046516,0.4338613748550415,0.619066059589386,-0.0009608084219507873,0.41657447814941406,0.5461048483848572,-0.008991150185465813,0.42089083790779114,0.4923829436302185,-0.01756766252219677,0.36530616879463196,0.6136890053749084,-0.002664811909198761,0.29755842685699463,0.6473250389099121,-0.013398152776062489,0.3156602084636688,0.680579662322998,-0.021473711356520653,0.3427639603614807,0.6808110475540161,-0.02632400207221508,0.35327014327049255,0.6618996858596802,-0.010860086418688297,0.2911962568759918,0.7057809829711914,-0.01518203318119049,0.31253892183303833,0.7318835258483887,-0.013895081356167793,0.3381066620349884,0.7250341176986694,-0.014699610881507397,0.34612125158309937,0.7171164155006409,-0.019173244014382362,0.2934345006942749,0.7574743032455444,-0.02255725860595703,0.3155127763748169,0.7773948907852173,-0.014314166270196438,0.33991682529449463,0.7690557241439819,-0.010515225119888783,0.3420972228050232,0.7756226062774658,-0.027653388679027557,0.30261558294296265,0.8057936429977417,-0.029461570084095,0.32697123289108276,0.8194872140884399,-0.02097886987030506,0.35130128264427185,0.8131012320518494,-0.013888468965888023
3,0.4814282953739166,0.8028272390365601,-2.7338850827618444e-07,0.4655768871307373,0.7083312273025513,0.004035842604935169,0.4332185983657837,0.6161679029464722,-0.0006923943292349577,0.41689008474349976,0.5436115264892578,-0.008367915637791157,0.4221270680427551,0.49135923385620117,-0.016750404611229897,0.3644804060459137,0.6151257753372192,-0.005240496248006821,0.29637444019317627,0.6437684893608093,-0.015456726774573326,0.3130386471748352,0.6763467788696289,-0.022705446928739548,0.3396184742450714,0.6778558492660522,-0.02701980248093605,0.3534899652004242,0.664466917514801,-0.013415048830211163,0.29276329278945923,0.7015258073806763,-0.01687130145728588,0.31281575560569763,0.7257066369056702,-0.015105828642845154,0.33768051862716675,0.720946192741394,-0.01596824638545513,0.34778687357902527,0.7198705673217773,-0.021442297846078873,0.29773131012916565,0.7540356516838074,-0.023285506293177605,0.3182945251464844,0.7720706462860107,-0.014685682021081448,0.3415428698062897,0.7664335370063782,-0.011233891360461712,0.345180481672287,0.7779052257537842,-0.029658209532499313,0.3065777122974396,0.8033353090286255,-0.02992282435297966,0.3283250629901886,0.8160560131072998,-0.02089722640812397,0.35062140226364136,0.8126153945922852,-0.013969210907816887
3,0.48066985607147217,0.8011765480041504,-2.505207987724134e-07,0.46457499265670776,0.7060997486114502,0.004687219858169556,0.4331206679344177,0.6154133081436157,-0.000698319636285305,0.41637352108955383,0.541816234588623,-0.009188797324895859,0.42199331521987915,0.4878735840320587,-0.018842045217752457,0.3654592037200928,0.6132451891899109,-0.00522921746596694,0.29835209250450134,0.6445072293281555,-0.014279067516326904,0.3144841194152832,0.6764030456542969,-0.02139279991388321,0.3400317132472992,0.678562343120575,-0.02584226056933403,0.35394981503486633,0.6631711721420288,-0.013639296405017376,0.2933408319950104,0.6985653042793274,-0.015247296541929245,0.31203141808509827,0.7232627868652344,-0.013744931668043137,0.3366982340812683,0.7208787202835083,-0.015317889861762524,0.34762969613075256,0.7194060683250427,-0.021548060700297356,0.29687201976776123,0.7507103681564331,-0.021669287234544754,0.3164324164390564,0.769035816192627,-0.013477754779160023,0.3404488265514374,0.7658122181892395,-0.01080839429050684,0.34438347816467285,0.7782068848609924,-0.029560623690485954,0.30686214566230774,0.8021010160446167,-0.028585251420736313,0.32808351516723633,0.8146103024482727,-0.019558899104595184,0.3507882356643677,0.812553882598877,-0.01288770604878664
3,0.47929149866104126,0.7985144853591919,-2.9241184051898017e-07,0.4609580338001251,0.7041534185409546,0.005324506666511297,0.42821764945983887,0.6136342883110046,0.0007040855125524104,0.41246458888053894,0.5400620698928833,-0.007608672138303518,0.41894829273223877,0.486685186624527,-0.016927963122725487,0.36286860704421997,0.6102877259254456,-0.0030442734714597464,0.2942456305027008,0.6419476270675659,-0.012186446227133274,0.3106822073459625,0.6770262122154236,-0.01983344741165638,0.3362543284893036,0.6790381669998169,-0.024777870625257492,0.35099905729293823,0.661568820476532,-0.01186737883836031,0.2884514629840851,0.6970522403717041,-0.014519315212965012,0.30532339215278625,0.7250831127166748,-0.014121012762188911,0.3297201693058014,0.7246236205101013,-0.0161207914352417,0.34452733397483826,0.7183576822280884,-0.020356325432658195,0.28877562284469604,0.7495855093002319,-0.021836163476109505,0.30309629440307617,0.7740283012390137,-0.015532538294792175,0.325149267911911,0.7747257351875305,-0.013458184897899628,0.34122005105018616,0.7767290472984314,-0.028745122253894806,0.2925832271575928,0.8024061322212219,-0.02869918756186962,0.3030627965927124,0.8219726085662842,-0.0211429875344038,0.31968754529953003,0.8259928822517395,-0.015257759019732475
